time,open,high,low,close,volume
1785576600,63112.93,63112.94,63106.94,63106.95,11.76716
1785576900,63106.95,63106.95,63106.94,63106.94,5.29437
1785577200,63106.94,63107.91,63100,63107.91,24.57875
1785577500,63107.91,63107.91,63073.23,63074.96,34.97564
1785577800,63074.97,63081.93,63055.18,63055.19,12.07385
1785578100,63055.18,63079.19,63046.33,63053.17,13.21409
1785578400,63053.17,63111.09,62992,62992.01,33.4655
1785578700,62992.01,63004,62991,63000.78,17.14845
1785579000,63000.78,63014.2,62986.31,63006.44,30.38685
1785579300,63006.45,63066.22,62990.25,63066.21,16.14983
1785579600,63066.21,63066.22,63044.77,63044.77,8.65822
1785579900,63044.78,63046.8,63034.94,63046.8,9.1053
1785580200,63046.8,63053.99,63044,63044.01,21.74322
1785580500,63044.01,63044.01,63022.58,63037.79,48.71106
1785580800,63037.78,63076,63037.78,63058.56,86.50044
1785581100,63058.56,63063.68,63038.24,63053.99,18.17193
1785581400,63053.99,63054,63050.59,63051,9.76029
1785581700,63050.99,63056,63050.59,63056,21.2424
1785582000,63055.99,63056,63046,63046.01,9.56625
1785582300,63046,63046.01,63038.11,63044.98,9.30753
1785582600,63044.98,63061.59,63044.97,63061.59,11.58542
1785582900,63061.58,63061.59,63037.72,63056.89,53.15295
1785583200,63056.89,63082,63056.88,63081.91,12.6151
1785583500,63081.9,63081.91,63081.9,63081.91,2.34786
1785583800,63081.91,63091.97,63078.52,63078.52,14.0804
1785584100,63078.52,63078.53,63070.52,63070.53,29.33444
1785584400,63070.53,63078.53,63070.52,63070.52,12.10393
1785584700,63070.52,63076.01,63070.52,63076.01,9.11721
1785585000,63076.01,63076.01,63076,63076,5.51562
1785585300,63076.01,63076.01,63076,63076,10.35923
1785585600,63076,63100,63076,63100,12.28425
1785585900,63100,63118,63100,63108,19.1643
1785586200,63108.01,63119.4,63099.83,63099.83,43.40804
1785586500,63099.84,63105.99,63099.84,63105.99,8.04745
1785586800,63105.99,63105.99,63098,63103.16,21.6539
1785587100,63103.17,63103.17,63092.87,63092.87,23.96378
1785587400,63092.88,63092.88,63090,63090.01,10.00382
1785587700,63090.01,63090.01,63081.81,63085.05,49.88176
1785588000,63085.05,63103.37,63085.04,63100.04,68.59463
1785588300,63100.03,63105.13,63100.03,63105.13,30.57826
1785588600,63105.12,63106.96,63105.12,63106.95,13.36635
1785588900,63106.95,63106.96,63102,63103.68,19.23978
1785589200,63103.68,63106.83,63103.67,63106.82,11.34762
1785589500,63106.82,63106.83,63096.81,63102.58,17.71862
1785589800,63102.57,63103.61,63102.57,63102.59,14.83678
1785590100,63102.59,63102.59,63088,63090,5.79347
1785590400,63090,63096.12,63083.62,63083.63,43.48024
1785590700,63083.63,63083.63,63083.62,63083.62,7.33964
1785591000,63083.62,63094,63083.62,63094,9.06442
1785591300,63093.99,63094,63084.01,63084.01,4.5155
1785591600,63084.02,63084.02,63080,63080.01,20.25578
1785591900,63080,63080.01,63051,63051.01,27.73551
1785592200,63051,63067.99,63051,63067.99,10.26415
1785592500,63067.98,63069.32,63065.71,63069.32,15.11705
1785592800,63069.31,63085.02,63069.31,63085.01,5.53571
1785593100,63085.01,63127.07,63085.01,63090.62,74.01761
1785593400,63090.62,63094,63079.82,63079.83,15.40956
1785593700,63079.83,63098.66,63072.41,63098.66,10.58062
1785594000,63098.66,63120.53,63098.65,63110.98,24.08089
1785594300,63110.98,63114.36,63110.97,63114.36,17.98789
1785594600,63114.35,63120.01,63105.68,63105.69,16.62906
1785594900,63105.69,63105.69,63094.94,63094.94,9.31716
1785595200,63094.94,63110.01,63087.33,63110.01,59.7355
1785595500,63110,63112,63096,63096.01,50.52412
1785595800,63096,63097.89,63073.08,63079.96,83.77357
1785596100,63079.96,63126.53,63079.96,63126.52,18.20166
1785596400,63126.53,63126.53,63110.86,63120.63,43.03206
1785596700,63120.63,63120.64,63110,63110.01,7.66298
1785597000,63110,63110.01,63110,63110,4.96354
1785597300,63110,63110.01,63076.23,63076.23,18.70019
1785597600,63076.23,63076.24,63069.99,63070,5.55046
1785597900,63069.99,63070,63059.99,63060,5.1377
1785598200,63060,63060,63056.15,63056.16,7.29166
1785598500,63056.15,63056.16,63051,63051.01,12.67544
1785598800,63051.01,63061.99,63051,63051.07,21.53195
1785599100,63051.07,63051.07,63027.9,63027.9,21.88981
1785599400,63027.91,63030.15,63027.9,63030.15,6.83049
1785599700,63030.14,63030.15,63007.05,63007.06,9.15905
1785600000,63007.06,63007.06,62928,62986,55.05441
1785600300,62985.99,62986,62954.19,62960.41,24.91224
1785600600,62960.41,62967.83,62948.27,62948.27,17.3542
1785600900,62948.27,62964,62934.59,62935.03,19.58474
1785601200,62935.03,62940.9,62926.76,62940.89,13.72219
1785601500,62940.9,62958.11,62940.89,62948.67,24.17997
1785601800,62948.67,62962,62947.99,62961.44,22.80493
1785602100,62961.44,63027.65,62961.43,62994.95,49.83595
1785602400,62994.96,62994.96,62957.51,62969.25,39.47195
1785602700,62969.24,62969.25,62956.26,62956.27,12.97513
1785603000,62956.26,62956.27,62922.21,62922.21,11.09328
1785603300,62922.22,62932.32,62874,62932.32,36.88283
1785603600,62932.32,62977.95,62925.66,62977.94,37.63299
1785603900,62977.94,62996,62977.94,62980,23.71919
1785604200,62980,62980.01,62870,62897.99,24.97039
1785604500,62897.99,62898,62848,62881.26,22.14186
1785604800,62881.26,62891.64,62871.49,62887.93,17.11305
1785605100,62887.94,62887.94,62800,62833.95,35.81574
1785605400,62833.95,62844.78,62750,62759.6,48.0163
1785605700,62759.61,62812,62740,62765.99,29.48503
1785606000,62766,62825.12,62765.99,62818.02,14.19772
1785606300,62818.02,62818.03,62765.99,62803.13,24.52302
1785606600,62803.13,62803.13,62666,62713.99,69.56235
1785606900,62713.99,62720,62700,62708.07,11.99753
1785607200,62708.06,62708.06,62618.75,62702,83.44382
1785607500,62701.99,62730,62693.93,62729.99,44.67453
1785607800,62730,62734,62700,62706.84,41.60402
1785608100,62706.85,62706.85,62592.71,62605.29,72.81399
1785608400,62605.28,62605.29,62510,62510.01,73.51453
1785608700,62510.01,62588.54,62510,62564.78,37.54159
1785609000,62564.78,62564.78,62275,62398.7,294.0842
1785609300,62398.7,62480,62394,62430.01,88.5926
1785609600,62430.01,62466,62370,62370.01,32.18585
1785609900,62370.01,62445.55,62280.16,62369.33,69.55621
1785610200,62369.32,62468.24,62357.36,62457.99,47.72276
1785610500,62458,62586,62457.99,62580.56,45.69487
1785610800,62580.55,62620,62526.33,62617.99,38.16527
1785611100,62618,62624,62577.23,62590.01,44.77029
1785611400,62590.01,62596.27,62550,62550,16.39797
1785611700,62550,62611.06,62532,62580.01,88.52911
1785612000,62580.01,62584.81,62491.11,62520,20.08645
1785612300,62520.01,62552,62520,62548.45,14.57809
1785612600,62548.45,62589.99,62504,62505.74,15.06991
1785612900,62505.75,62531.18,62461.17,62472,14.70796
1785613200,62472,62482,62461.17,62471.99,18.14542
1785613500,62472,62517.44,62471.99,62512.21,18.02236
1785613800,62512.21,62543.86,62510.08,62514.72,8.51603
1785614100,62514.72,62536,62502.97,62529.82,15.5374
1785614400,62529.81,62554,62482.99,62533.38,17.94928
1785614700,62533.38,62571.7,62524,62524,10.80844
1785615000,62524.01,62564.62,62524,62558,10.04577
1785615300,62558,62580.18,62558,62578,6.06561
1785615600,62578,62640,62577.99,62617.98,23.50224
1785615900,62617.98,62635.68,62583.3,62618,22.96782
1785616200,62617.99,62620,62577.99,62598.01,13.81734
1785616500,62598.01,62624,62562,62564.88,13.01612
1785616800,62564.89,62596.11,62564.89,62596,8.37368
1785617100,62595.99,62630,62588.1,62629.99,6.28167
1785617400,62629.99,62654,62629.99,62651.39,24.26943
1785617700,62651.38,62674.98,62651.38,62662.13,26.37226
1785618000,62662.14,62800,62662.13,62756,73.80421
1785618300,62756,62779.99,62750.21,62759.99,7.27751
1785618600,62759.98,62760,62714,62743.16,22.29879
1785618900,62743.17,62792.94,62743.16,62779.45,19.86279
1785619200,62779.44,62783.14,62752.85,62756.01,4.42066
1785619500,62756.01,62796.86,62750,62793.21,8.57667
1785619800,62793.21,62864,62778,62850.01,18.88716
1785620100,62850,62850.01,62782.62,62789.96,17.12759
1785620400,62789.96,62800.45,62769.02,62800.45,17.63597
1785620700,62800.44,62818.92,62790,62818.91,12.27771
1785621000,62818.91,62827.08,62781.77,62799.11,15.6845
1785621300,62799.12,62812.76,62794.8,62812.75,11.5303
1785621600,62812.76,62839.92,62794.17,62824,16.20819
1785621900,62823.99,62846.94,62821.99,62842,10.97243
1785622200,62841.99,62863.26,62841.99,62849.18,16.0898
1785622500,62849.18,62866.62,62844.07,62844.08,9.62836
1785622800,62844.07,62844.08,62826.08,62826.09,7.72945
1785623100,62826.08,62854.8,62826.08,62854.79,14.15592
1785623400,62854.8,62854.8,62847.33,62851.75,6.1257
1785623700,62851.75,62851.76,62824.57,62847.69,11.71734
1785624000,62847.69,62851.65,62847.68,62848.01,7.64927
1785624300,62848.01,62852,62833.98,62846.94,8.86057
1785624600,62846.94,62846.94,62839.71,62839.71,5.10458
1785624900,62839.71,62839.72,62831.28,62831.28,15.30756
1785625200,62831.29,62854,62831.28,62846.01,8.77161
1785625500,62846,62846.01,62832.63,62832.64,4.23598
1785625800,62832.65,62832.65,62807.69,62807.69,11.65946
1785626100,62807.7,62807.7,62778.75,62778.75,8.31058
1785626400,62778.75,62783.47,62769.97,62783.46,28.70291
1785626700,62783.46,62783.46,62771.34,62771.35,4.98646
1785627000,62771.35,62782,62771.34,62778.01,6.59977
1785627300,62778.01,62829.63,62778,62822,9.22183
1785627600,62822,62862.8,62781.27,62835.15,180.73576
1785627900,62835.14,62840.82,62824,62825.7,12.03158
1785628200,62825.71,62825.71,62815.94,62818,8.54674
1785628500,62817.99,62823.65,62817.99,62823.64,4.01047
1785628800,62823.65,62897.37,62823.64,62897.34,21.23532
1785629100,62897.33,62917.74,62897.33,62917.73,32.10775
1785629400,62917.73,62979.99,62917.73,62929.75,68.41164
1785629700,62929.75,62929.99,62923.93,62928.01,4.97574
1785630000,62928,62940,62913.48,62913.49,35.82932
1785630300,62913.49,62913.49,62882.01,62883.7,19.7368
1785630600,62883.69,62914.71,62874.99,62875,84.60692
1785630900,62875,62875,62857.76,62857.76,10.93725
1785631200,62857.76,62866.24,62846.96,62846.97,54.79371
1785631500,62846.97,62861.42,62840,62840,28.3981
1785631800,62840.01,62840.01,62814.67,62814.68,7.71603
1785632100,62814.67,62833.99,62806.58,62833.99,28.52566
1785632400,62834,62868.13,62834,62868.12,10.62331
1785632700,62868.13,62918,62868.12,62912.96,18.72181
1785633000,62912.96,63021.96,62912.96,63012.17,44.41754
1785633300,63012.18,63088,62999.99,63000,53.52997
1785633600,63000,63004.44,62975.3,62980.01,13.92942
1785633900,62980,62984,62979.99,62984,12.6317
1785634200,62984,63006.56,62975.3,63006.56,13.88304
1785634500,63006.55,63020.87,63006.55,63014.41,11.21814
1785634800,63014.4,63020.87,63010.96,63015.99,5.46981
1785635100,63016,63016,62990.38,62990.39,9.80732
1785635400,62990.38,62992,62986.65,62988.64,6.19079
1785635700,62988.64,63009.64,62981.86,62981.87,15.35409
1785636000,62981.87,62984.35,62958.54,62962,10.38756
1785636300,62961.99,63547.7,62961.99,63394,325.6906
1785636600,63394,63462.37,63352,63459.99,98.84658
1785636900,63460,63538.76,63393.57,63534.88,94.83159
1785637200,63534.88,63547.7,63420.94,63530,98.74265
1785637500,63530.01,63530.01,63405.47,63405.47,110.79841
1785637800,63405.47,63460.22,63400,63428.27,101.11291
1785638100,63428.28,63428.28,63354,63373.63,97.74348
1785638400,63373.63,63398,63333.99,63385.12,28.75133
1785638700,63385.12,63450.58,63348,63443.85,35.29563
1785639000,63443.85,63484,63395.25,63480.26,36.62885
1785639300,63480.27,63480.27,63430.83,63451.58,29.58947
1785639600,63451.58,63461.09,63409.15,63409.15,19.54978
1785639900,63409.16,63442.72,63399.2,63399.99,35.23079
1785640200,63399.99,63415.48,63386.87,63415.48,76.06372
1785640500,63415.48,63442,63380,63441.99,36.83372
1785640800,63441.99,63550,63412.41,63490.18,70.45989
1785641100,63490.18,63494.28,63436.87,63436.88,14.91107
1785641400,63436.88,63470,63436.88,63457.35,16.33559
1785641700,63457.35,63484,63457.34,63475.64,34.10689
1785642000,63475.64,63498,63475.64,63497.99,13.21306
1785642300,63497.99,63515.56,63478,63478,38.0371
1785642600,63478.01,63478.01,63435.38,63446,19.50616
1785642900,63446,63461.96,63436.56,63461.95,14.30685
1785643200,63461.95,63540.57,63461.95,63529.8,33.9328
1785643500,63529.8,63550,63517.89,63529.31,20.96813
1785643800,63529.32,63555,63529.31,63543.17,33.8821
1785644100,63543.16,63543.17,63515.86,63524.91,12.50591
1785644400,63524.91,63558.34,63524.9,63545.99,15.24268
1785644700,63545.99,63558.34,63545.98,63546,10.32584
1785645000,63546.01,63556.03,63538.94,63538.94,41.89262
1785645300,63538.94,63548.49,63523.34,63542.62,42.77186
1785645600,63542.62,63542.62,63526.59,63526.6,8.07044
1785645900,63526.6,63536.39,63526.59,63533.87,8.31125
1785646200,63533.88,63560.59,63533.88,63560.58,17.5781
1785646500,63560.59,63612,63560.58,63590,56.88944
1785646800,63590,63634,63519.99,63519.99,39.46803
1785647100,63520,63520,63480.01,63484,26.77493
1785647400,63484,63484,63464.07,63482.74,16.35005
1785647700,63482.74,63485.91,63456.96,63477.61,18.11666
1785648000,63477.61,63496,63477.61,63485.78,12.09423
1785648300,63485.78,63494.83,63471.4,63494.83,22.37583
1785648600,63494.83,63494.83,63465.16,63485.88,16.93328
1785648900,63485.89,63485.89,63432.51,63437.99,43.40672
1785649200,63438,63451.99,63415.26,63423.76,34.83288
1785649500,63423.77,63434.76,63423.76,63434.75,4.82027
1785649800,63434.76,63454.81,63434.74,63454.81,10.32202
1785650100,63454.81,63454.81,63453.26,63453.27,15.82072
1785650400,63453.27,63467.98,63453.26,63467.98,12.33036
1785650700,63467.98,63484.62,63456,63460.01,18.6617
1785651000,63460,63460,63449.34,63449.35,10.28971
1785651300,63449.34,63449.34,63435.99,63443.03,11.22618
1785651600,63443.04,63457.07,63443.03,63457.07,7.29736
1785651900,63457.07,63498,63457.06,63497.99,13.1017
1785652200,63497.99,63498.15,63470.9,63470.91,12.92255
1785652500,63470.9,63474.74,63468,63468,5.93824
1785652800,63468.01,63498.15,63465.04,63498.15,18.61315
1785653100,63498.15,63498.15,63488.58,63494,9.89497
1785653400,63494,63494.01,63488.57,63488.57,6.26918
1785653700,63488.57,63494.01,63482.48,63482.49,33.85375
1785654000,63482.49,63492.37,63482.48,63486.14,7.95492
1785654300,63486.15,63488.88,63480,63488.87,10.22773
1785654600,63488.88,63488.88,63486.91,63488.36,11.18221
1785654900,63488.36,63489.6,63488.36,63489.59,7.58828
1785655200,63489.59,63490.83,63482.93,63482.93,17.99185
1785655500,63482.93,63493.97,63482.93,63493.83,88.13414
1785655800,63493.83,63496.2,63491.74,63491.74,64.60542
1785656100,63491.75,63520,63491.74,63519.99,54.53534
1785656400,63519.99,63544.51,63519.99,63538.12,21.86509
1785656700,63538.11,63538.12,63483.76,63503.52,46.92824
1785657000,63503.52,63503.53,63503.52,63503.52,5.9233
1785657300,63503.52,63506.24,63492.48,63506.24,75.17606
1785657600,63506.23,63520,63488.76,63496.23,84.77558
1785657900,63496.24,63516.7,63495.41,63516.7,11.12329
1785658200,63516.69,63530,63490.01,63494.93,32.81919
1785658500,63494.93,63495.13,63490,63493.51,93.14887
1785658800,63493.51,63493.52,63470,63472.2,80.50874
1785659100,63472.2,63472.2,63386.72,63390.95,48.48222
1785659400,63390.96,63390.96,63358.01,63360.02,26.16703
1785659700,63360.02,63360.02,63240.76,63240.76,54.04948
1785660000,63240.77,63279.28,63210.69,63228.06,46.35968
1785660300,63228.06,63236,63212.44,63225.04,26.41819
1785660600,63225.04,63225.04,63210,63220,15.22839
1785660900,63219.99,63220,63172,63193.99,23.7172
1785661200,63194,63225,63100.53,63100.53,36.3032
1785661500,63100.53,63248,63094,63247.99,57.40865
1785661800,63247.99,63282,63247.99,63262.18,16.99562
1785662100,63262.18,63281.99,63260,63269.97,26.10917
1785662400,63269.97,63286,63254,63285.99,15.56654
1785662700,63285.99,63308.79,63235,63236,13.19127
1785663000,63236,63313.6,63234,63313.6,16.7192
1785663300,63313.6,63320,63277.97,63277.97,11.08196
1785663600,63277.97,63287,63267,63267.01,13.00713
1785663900,63267,63277,63264.88,63264.88,35.96799
1785664200,63264.88,63273.94,63255.17,63273.94,31.88293
1785664500,63273.93,63273.94,63273.93,63273.94,2.87775
1785664800,63273.94,63273.94,63234.44,63240.86,16.9501
1785665100,63240.86,63267,63238.09,63241.99,12.14649
1785665400,63241.99,63242,63208.01,63208.99,40.62443
1785665700,63208.98,63270,63198.24,63270,18.73176
1785666000,63270,63270,63132,63152,38.98739
1785666300,63152,63157,63125.06,63140,14.88344
1785666600,63140,63195.59,63140,63189.99,14.67052
1785666900,63189.99,63213.99,63180.59,63207.66,10.95911
1785667200,63207.66,63207.66,63202.01,63202.02,7.77674
1785667500,63202.02,63205.89,63202.01,63205.88,3.42602
1785667800,63205.89,63205.89,63197,63197.01,8.70547
1785668100,63197.01,63205.03,63197,63205.03,12.41363
1785668400,63205.03,63205.03,63171.44,63171.45,7.96165
1785668700,63171.45,63188.23,63152,63152.01,15.80029
1785669000,63152,63164.7,63134.07,63164.7,36.04803
1785669300,63164.7,63206,63151.92,63151.92,37.01573
1785669600,63151.93,63185.14,63122,63154.01,60.21684
1785669900,63154.01,63182,63154,63160.01,9.50751
1785670200,63160,63165.97,63121.71,63158.24,23.43132
1785670500,63158.23,63172,63140,63171.99,15.40382
1785670800,63172,63184,63100,63116,21.77816
1785671100,63116,63170,63104.01,63104.01,54.26458
1785671400,63104.01,63158,63022.73,63048.71,34.42947
1785671700,63048.72,63074,62982.38,63031.99,57.20409
1785672000,63031.99,63120,63031.99,63103.12,24.90333
1785672300,63103.12,63130,63103.11,63130,8.19909
1785672600,63129.99,63180,63119.32,63177.9,21.21604
1785672900,63177.9,63213.99,63152,63186,22.027
1785673200,63186,63231.67,63177.37,63206,24.38197
1785673500,63207.83,63216,63186,63186,11.53895
1785673800,63186.01,63212,63165.54,63170.15,42.2568
1785674100,63170.14,63197,63107.7,63138.32,18.81601
1785674400,63138.33,63147.94,63138.33,63146,13.33089
1785674700,63145.99,63159.41,63137,63151.97,12.52514
1785675000,63151.98,63151.98,63120,63148.63,39.88134
1785675300,63148.63,63148.64,63116,63125.49,8.92207
1785675600,63125.49,63146.89,63116,63135.12,10.66347
1785675900,63135.12,63135.12,63095,63111.99,38.14029
1785676200,63111.99,63115,63111.99,63114.02,18.60372
1785676500,63114.02,63114.02,63058,63060,22.25947
1785676800,63059.99,63082,63059.99,63081.99,13.79195
1785677100,63082,63115.38,63075.46,63081.91,55.49917
1785677400,63081.91,63107,63081.9,63089.67,27.40605
1785677700,63089.67,63089.67,63010,63015.98,17.70497
1785678000,63015.97,63093.06,63015.97,63093.05,14.23438
1785678300,63093.05,63135.11,63093.05,63127.01,15.20852
1785678600,63127.01,63127.01,63097,63115.99,8.31763
1785678900,63115.99,63126.93,63111.99,63126.92,20.29863
1785679200,63126.92,63126.93,63079.74,63098,21.09881
1785679500,63098.01,63098.01,63062,63067,13.47955
1785679800,63067.01,63091.5,63064.73,63089.08,18.60326
1785680100,63089.07,63155,63089.07,63132.69,25.33986
1785680400,63132.7,63137.76,63098.33,63104.69,25.30296
1785680700,63104.68,63128.98,63104.68,63128.98,17.7494
1785681000,63128.97,63132.49,63096.42,63132.49,37.4962
1785681300,63132.49,63186,63130.31,63133.31,73.73977
1785681600,63133.32,63162.75,63133.31,63156.54,38.04134
1785681900,63156.54,63156.54,63127.23,63127.24,17.84519
1785682200,63127.24,63127.24,63066.31,63066.32,18.42064
1785682500,63066.31,63073.73,63066.31,63069.37,7.11214
1785682800,63069.37,63090,63050,63056.38,21.91257
1785683100,63056.38,63103.83,63056.38,63100,22.27639
1785683400,63099.99,63124,63099.99,63124,8.41136
1785683700,63124,63136.99,63102.03,63117,31.36851
1785684000,63117,63117,63110.16,63110.16,14.96578
1785684300,63110.16,63126,63102.04,63126,21.42845
1785684600,63125.99,63186,63125.99,63172,19.77649
1785684900,63172,63172,63141.99,63142,7.55169
1785685200,63142,63150,63132.01,63149.99,8.82137
1785685500,63149.99,63150,63134.69,63134.69,7.15777
1785685800,63134.7,63134.7,63125.99,63126,17.72728
1785686100,63125.99,63126,63109.13,63109.14,9.65566
1785686400,63109.13,63117.64,63064.01,63092.43,31.91515
1785686700,63092.42,63123.55,63084.3,63123.55,13.94087
1785687000,63123.55,63135.96,63103.99,63104,10.99411
1785687300,63104,63104,63080.01,63080.01,17.42149
1785687600,63080,63132,63078,63132,12.60517
1785687900,63132,63132,63094.23,63110,12.46513
1785688200,63110,63187.42,63103.76,63181.03,39.2033
1785688500,63181.04,63206.01,63159.31,63206,31.42752
1785688800,63206.01,63273.49,63197,63222.01,46.11283
1785689100,63222.01,63232,63208,63212.01,20.37995
1785689400,63212.01,63212.01,63186.77,63186.97,10.15174
1785689700,63186.97,63202,63180.36,63180.36,21.34635
1785690000,63180.36,63192,63164.11,63191.99,18.71509
1785690300,63192,63192,63156,63156.01,9.22189
1785690600,63156,63219.86,63152,63210,37.66829
1785690900,63210,63210,63192.37,63208.64,15.73003
1785691200,63208.64,63342,63208.63,63342,37.17835
1785691500,63342,63342,63262,63282.53,21.62087
1785691800,63282.53,63317,63282.53,63292.32,18.9982
1785692100,63292.32,63317,63291.52,63312,58.65679
1785692400,63312,63326,63292.91,63326,23.16467
1785692700,63325.99,63332.71,63315.47,63328.9,24.38442
1785693000,63328.89,63328.9,63310.1,63310.1,8.40344
1785693300,63310.11,63314,63300.28,63300.28,44.64973
1785693600,63300,63328.9,63300,63328.9,33.18864
1785693900,63328.9,63328.9,63292.12,63292.13,11.534
1785694200,63292.12,63314,63292.12,63312.66,24.69976
1785694500,63312.66,63320.76,63293.06,63320.75,17.18135
1785694800,63320.75,63327.67,63318.08,63318.08,28.3564
1785695100,63318.08,63318.08,63290,63290,13.27022
1785695400,63290,63318.99,63290,63317.06,31.10052
1785695700,63317.07,63431.29,63317.06,63425.27,74.04639
1785696000,63425.27,63610.01,63424,63502.01,155.42679
1785696300,63502.01,63512,63412.06,63412.06,72.32678
1785696600,63412.07,63412.07,63370.01,63388,43.78088
1785696900,63388,63388.01,63382,63382.01,13.90372
1785697200,63382.01,63389.64,63346.62,63352.49,39.40088
1785697500,63352.48,63376.06,63352.04,63352.05,20.13212
1785697800,63352.05,63371.74,63352,63358.07,21.35615
1785698100,63358.08,63372,63358,63360.29,13.6421
1785698400,63360.29,63373.04,63357.38,63358.88,13.83613
1785698700,63358.88,63358.88,63333.33,63333.34,12.76331
1785699000,63333.34,63333.67,63323.89,63333.67,12.38795
1785699300,63333.67,63375.05,63333.66,63375.04,10.80791
1785699600,63375.05,63394,63375.04,63393.99,13.39405
1785699900,63394,63470.19,63393.99,63470.19,41.8178
1785700200,63470.19,63479.85,63450.43,63456.01,42.75469
1785700500,63456,63456.01,63450,63456.01,5.0653
1785700800,63456,63470.26,63424,63424,16.85267
1785701100,63424,63452,63422,63452,8.46025
1785701400,63452,63462,63426,63462,7.81734
1785701700,63462,63496,63455.74,63472.01,12.5991
1785702000,63472.01,63477.01,63427,63427.01,12.04044
1785702300,63427,63427,63404.69,63409.27,6.74538
1785702600,63409.27,63454.12,63409.26,63454.11,12.32164
1785702900,63454.12,63454.12,63422.47,63422.47,4.34946
1785703200,63422.47,63431.14,63422.47,63431.14,8.77182
1785703500,63431.14,63500,63414.01,63487.17,26.89578
1785703800,63487.17,63487.17,63464,63472.05,5.87221
1785704100,63472.05,63501.48,63472.04,63494.52,17.78653
1785704400,63494.51,63571.98,63479.45,63571.98,35.49684
1785704700,63571.98,63571.98,63515.99,63527.99,27.61312
1785705000,63527.99,63547.6,63512.12,63527.45,29.89072
1785705300,63527.45,63553.12,63512,63515.99,22.6714
1785705600,63516,63530.06,63515.99,63530.06,10.07069
1785705900,63530.06,63542.86,63516,63542.85,21.00734
1785706200,63542.85,63570.15,63522,63528,13.77549
1785706500,63528,63576.62,63514.35,63515.67,24.04672
1785706800,63515.67,63781.69,63508.6,63704.01,124.31002
1785707100,63704.01,63785,63658,63684,72.18777
1785707400,63684,63703.99,63606.6,63606.6,41.36955
1785707700,63606.61,63634,63548.7,63578,34.8379
1785708000,63578.01,63738,63578.01,63692,72.52825
1785708300,63692,63729.8,63648,63709.45,34.44548
1785708600,63709.46,63796.33,63692.69,63696.27,44.12136
1785708900,63696.27,63790.94,63663.52,63680,40.4451
1785709200,63680.01,63697.11,63655,63661.64,22.59294
1785709500,63661.64,63669.15,63572.23,63591.99,45.19606
1785709800,63592,63600.39,63446,63446,48.76359
1785710100,63446.01,63464,63376.71,63401.19,58.29996
1785710400,63401.19,63525.28,63377.58,63518.01,52.40237
